"L1","label","index","documentYear","volume","page","authors","documentName","type","cleanLabel","authorBlock","mergedLabel","jwSimilarity"
"CARTER-VEALE WY, 2016, CBE-LIFE SCI EDUC","academy of science of south africa, 2010, phd stud cons rep;ali a, 2007, int j doctoral studi, v2, p33;ali a, 2006, int j doctoral studi, v1, p21;austin pc, 2011, multivar behav res, v46, p399,","277",2010,"v2","p33","academy of science of south africa","  phd stud cons rep;ali a 007 int j doctoral studi  ;ali a 2006 int j doctoral studi v1 p21;austin pc 2011 multivar behav res v46 p399","article","academy of science of south africa, 2010, phd stud cons rep;ali a, 2007, int j doctoral studi, v2, p33;ali a, 2006, int j doctoral studi, v1, p21;austin pc, 2011, multivar behav res, v46, p399","academy of science of south africa","academy of science of south africa, 2010, phd stud cons rep;ali a, 2007, int j doctoral studi, v2, p33;ali a, 2006, int j doctoral studi, v1, p21;austin pc, 2011, multivar behav res, v46, p399",1
"CASAD BJ, 2016, CBE-LIFE SCI EDUC","american society for chemistry, 2016, reg stat;bandura a, 1989, human agency in soci, v44, p1175,","278",2016,"v44","p1175","american society for chemistry","  reg stat;bandura a 989 human agency in soci  ","article","american society for chemistry, 2016, reg stat;bandura a, 1989, human agency in soci, v44, p1175","american society for chemistry","american society for chemistry, 2016, reg stat;bandura a, 1989, human agency in soci, v44, p1175",1
"CLARK SL, 2016, CBE-LIFE SCI EDUC","adedokun oa, 2013, j res sci teach, v50, p940,","279",2013,"v50","p940","adedokun oa","  j res sci teach  ","article","adedokun oa, 2013, j res sci teach, v50, p940","adedokun o a","abergbengtsson l, 2006, j res sci teach, v43, p43",0.669418878662576
"DIBARTOLO PM, 2016, CBE-LIFE SCI EDUC","american association of colleges and universities, 2015, step lead eq what hi;anonymous, 2015, aleks home page;anonymous, 2015, mmuf home page;anonymous, 2015, custems home page;banta trudy w, 2009, designing effective;barr da, 2008, res occasional paper, p1;boyd m k, 2009, broadening participa;brown j s, 1989, ed res, v18, p32,","281",2015,"v18","p1","american association of colleges and universities","  step lead eq what hi;anonymous 015 aleks home page;anonymous 2015 mmuf home page;anonymous 2015 custems home page;banta trudy w 2009 designing effective;barr da 2008 res occasional paper ;boyd m k 2009 broadening participa;brown j s 1989 ed res  p32","article","american association of colleges and universities, 2015, step lead eq what hi;anonymous, 2015, aleks home page;anonymous, 2015, mmuf home page;anonymous, 2015, custems home page;banta trudy w, 2009, designing effective;barr da, 2008, res occasional paper, p1;boyd m k, 2009, broadening participa;brown j s, 1989, ed res, v18, p32","american association of colleges and universities","american association of colleges and universities, 2015, step lead eq what hi;anonymous, 2015, aleks home page;anonymous, 2015, mmuf home page;anonymous, 2015, custems home page;banta trudy w, 2009, designing effective;barr da, 2008, res occasional paper, p1;boyd m k, 2009, broadening participa;brown j s, 1989, ed res, v18, p32",1
"DREW JC, 2016, CBE-LIFE SCI EDUC","allen i e, 2014, grade change trackin;anonymous, 2014, sci eng ind 2014;anonymous, 2012, eng exc prod on mill;bernard rm, 2004, rev educ res, v74, p379,","282",2014,"v74","p379","allen i e","  grade change trackin;anonymous 014 sci eng ind 2014;anonymous 2012 eng exc prod on mill;bernard rm 2004 rev educ res  ","article","allen i e, 2014, grade change trackin;anonymous, 2014, sci eng ind 2014;anonymous, 2012, eng exc prod on mill;bernard rm, 2004, rev educ res, v74, p379","allen i e","allen i e, 2014, grade change trackin;anonymous, 2014, sci eng ind 2014;anonymous, 2012, eng exc prod on mill;bernard rm, 2004, rev educ res, v74, p379",1
"GHEE M, 2016, CBE-LIFE SCI EDUC","bandura a, 1986, j soc clin psychol, v4, p359,","283",1986,"v4","p359","bandura a","  j soc clin psychol  ","article","bandura a, 1986, j soc clin psychol, v4, p359","bandura a","bandura a, 1986, j soc clin psychol, v4, p359",1
"GREGG-JOLLY L, 2016, CBE-LIFE SCI EDUC","allen deborah, 2005, cell biol educ, v4, p262,","284",2005,"v4","p262","allen deborah","  cell biol educ  ","article","allen deborah, 2005, cell biol educ, v4, p262","allen deborah","allen deborah, 2005, cell biol educ, v4, p262",1
"HAEGER H, 2016, CBE-LIFE SCI EDUC","bauer kw, 2003, j high educ, v74, p210,","285",2003,"v74","p210","bauer kw","  j high educ  ","article","bauer kw, 2003, j high educ, v74, p210","bauer kw","aitken nd, 1982, j high educ, v53, p32",0.708252111760884
"HALL JD, 2016, CBE-LIFE SCI EDUC","bandura a, 1997, self efficacy exerci;carlone hb, 2007, j res sci teach, v44, p1187,","286",1997,"v44","p1187","bandura a","  self efficacy exerci;carlone hb 007 j res sci teach  ","article","bandura a, 1997, self efficacy exerci;carlone hb, 2007, j res sci teach, v44, p1187","bandura a","bandura a, 1997, self efficacy exerci;carlone hb, 2007, j res sci teach, v44, p1187",1
"JACKSON MC, 2016, CBE-LIFE SCI EDUC","bonilla j f, 2006, faculty color teachi, p68;cabrera af, 1999, j high educ, v70, p134,","287",2006,"v70","p68","bonilla j f","  faculty color teachi ;cabrera af 999 j high educ  p134","article","bonilla j f, 2006, faculty color teachi, p68;cabrera af, 1999, j high educ, v70, p134","bonilla j f","bonilla j f, 2006, faculty color teachi, p68;cabrera af, 1999, j high educ, v70, p134",1
"JAMES SM, 2016, CBE-LIFE SCI EDUC","cahalan margaret, 2015, indicators higher ed, p30;campaign for science and engineering, 2014, impr div stem;ceose, 2015, broad part stem 2013;committee on equal opportunities in science and engineering (ceose), 2014, broad part am stem w;eagan mk, 2013, am educ res j, v50, p683,","288",2015,"v50","p30","cahalan margaret","  indicators higher ed ;campaign for science and engineering 014 impr div stem;ceose 2015 broad part stem 2013;committee on equal opportunities in science and engineering (ceose) 2014 broad part am stem w;eagan mk 2013 am educ res j  p683","article","cahalan margaret, 2015, indicators higher ed, p30;campaign for science and engineering, 2014, impr div stem;ceose, 2015, broad part stem 2013;committee on equal opportunities in science and engineering (ceose), 2014, broad part am stem w;eagan mk, 2013, am educ res j, v50, p683","cahalan margaret","cahalan margaret, 2015, indicators higher ed, p30;campaign for science and engineering, 2014, impr div stem;ceose, 2015, broad part stem 2013;committee on equal opportunities in science and engineering (ceose), 2014, broad part am stem w;eagan mk, 2013, am educ res j, v50, p683",1
"KUDISH P, 2016, CBE-LIFE SCI EDUC","aikenhead g, 1996, studies sci ed, v27, p1,","289",1996,"v27","p1","aikenhead g","  studies sci ed  ","article","aikenhead g, 1996, studies sci ed, v27, p1","aikenhead g","aikenhead g, 1996, studies sci ed, v27, p1",1
"LANE TB, 2016, CBE-LIFE SCI EDUC","barrena jc, 2013, lsamp aiming high ma;bordogna j, 2012, communication   0912;braxton jm, 2000, reworking student de;carlone hb, 2007, j res sci teach, v44, p1187,","290",2013,"v44","p1187","barrena jc","  lsamp aiming high ma;bordogna j 012 communication   0912;braxton jm 2000 reworking student de;carlone hb 2007 j res sci teach  ","article","barrena jc, 2013, lsamp aiming high ma;bordogna j, 2012, communication   0912;braxton jm, 2000, reworking student de;carlone hb, 2007, j res sci teach, v44, p1187","barrena jc","barrena jc, 2013, lsamp aiming high ma;bordogna j, 2012, communication   0912;braxton jm, 2000, reworking student de;carlone hb, 2007, j res sci teach, v44, p1187",1
"LAYTON RL, 2016, CBE-LIFE SCI EDUC","alberts b, 2014, p natl acad sci usa, v111, p5773,","291",2014,"v111","p5773","alberts b","  p natl acad sci usa  ","article","alberts b, 2014, p natl acad sci usa, v111, p5773","alberts b","alberts b, 2014, p natl acad sci usa, v111, p5773",1
"MARGHERIO C, 2016, CBE-LIFE SCI EDUC","agho ao, 1992, j occup organ psych, v65, p185,","292",1992,"v65","p185","agho ao","  j occup organ psych  ","article","agho ao, 1992, j occup organ psych, v65, p185","agho ao","agho ao, 1992, j occup organ psych, v65, p185",1
"MATON KI, 2016, CBE-LIFE SCI EDUC","adedokun oa, 2013, j res sci teach, v50, p940,","293",2013,"v50","p940","adedokun oa","  j res sci teach  ","article","adedokun oa, 2013, j res sci teach, v50, p940","adedokun o a","abergbengtsson l, 2006, j res sci teach, v43, p43",0.669418878662576
"METCALF H, 2016, CBE-LIFE SCI EDUC","abriola lm, 2006, cheri c doct ed fac;anonymous, 2016, webcaspar integrated;association for women in science, 2015, awis workf ser, v3;baez b, 2007, new dir i res, v133, p17,","294",2006,"v3","p17","abriola lm","  cheri c doct ed fac;anonymous 016 webcaspar integrated;association for women in science 2015 awis workf ser ;baez b 2007 new dir i res v133 ","article","abriola lm, 2006, cheri c doct ed fac;anonymous, 2016, webcaspar integrated;association for women in science, 2015, awis workf ser, v3;baez b, 2007, new dir i res, v133, p17","abriola lm","abriola lm, 2006, cheri c doct ed fac;anonymous, 2016, webcaspar integrated;association for women in science, 2015, awis workf ser, v3;baez b, 2007, new dir i res, v133, p17",1
"MORALES DX, 2016, CBE-LIFE SCI EDUC","aagaard em, 2003, j gen intern med, v18, p298,","295",2003,"v18","p298","aagaard em","  j gen intern med  ","article","aagaard em, 2003, j gen intern med, v18, p298","aagaard em","aagaard em, 2003, j gen intern med, v18, p298",1
"MOSS-RACUSIN CA, 2016, CBE-LIFE SCI EDUC","algazali l, 2013, nature, v495, p35,","296",2013,"v495","p35","algazali l","  nature  ","article","algazali l, 2013, nature, v495, p35","algazali l","algazali l, 2013, nature, v495, p35",1
"PARKER JE, 2016, CBE-LIFE SCI EDUC","allen d, 2009, cbelife sci educ, v8, p95,","297",2009,"v8","p95","allen d","  cbelife sci educ  ","article","allen d, 2009, cbelife sci educ, v8, p95","allen i e","abraham jk, 2014, cbelife sci educ, v13, p349",0.713769414575866
"REMICH R, 2016, CBE-LIFE SCI EDUC","bourdieu p, 1977, reprod ed soc cultur;bourdieu p, 1984, distinction social c;bourdieu pierre, 1986, hdb theory res socio, v241, p241,","298",1977,"v241","p241","bourdieu p","  reprod ed soc cultur;bourdieu p 984 distinction social c;bourdieu pierre 1986 hdb theory res socio  ","article","bourdieu p, 1977, reprod ed soc cultur;bourdieu p, 1984, distinction social c;bourdieu pierre, 1986, hdb theory res socio, v241, p241","bourdieu p","bourdieu p, 1977, reprod ed soc cultur;bourdieu p, 1984, distinction social c;bourdieu pierre, 1986, hdb theory res socio, v241, p241",1
"RYBARCZYK BJ, 2016, CBE-LIFE SCI EDUC","austin ae, 2009, new dir teach learn, v2009, p83,","299",2009,"v2009","p83","austin ae","  new dir teach learn  ","article","austin ae, 2009, new dir teach learn, v2009, p83","austin ae","austin ae, 2009, new dir teach learn, v2009, p83",1
"THOMPSON RC, 2016, CBE-LIFE SCI EDUC","allenramdial saa, 2014, bioscience, v64, p612,","300",2014,"v64","p612","allenramdial saa","  bioscience  ","article","allenramdial saa, 2014, bioscience, v64, p612","allenramdial saa","alberts b, 2009, science, v323, p437",0.669047619047619
"TIBBETTS Y, 2016, CBE-LIFE SCI EDUC","brady st, 2016, j educ psychol, v108, p353,","301",2016,"v108","p353","brady st","  j educ psychol  ","article","brady st, 2016, j educ psychol, v108, p353","brady st","ainley m, 2002, j educ psychol, v94, p545",0.731997677119628
"DANIELS H, 2016, CBE-LIFE SCI EDUC","adedokun oa, 2014, cbelife sci educ, v13, p139,","302",2014,"v13","p139","adedokun oa","  cbelife sci educ  ","article","adedokun oa, 2014, cbelife sci educ, v13, p139","adedokun o a","abraham jk, 2014, cbelife sci educ, v13, p349",0.828773624883465
"ESTRADA M, 2016, CBE-LIFE SCI EDUC","alkaher i, 2014, res sci educ ser, p403;allen mj, 2015, transl issues psycho, v1, p331;anderson wa, 2011, science, v331, p152,","303",2014,"v1","p403","alkaher i","  res sci educ ser ;allen mj 015 transl issues psycho  p331;anderson wa 2011 science v331 p152","article","alkaher i, 2014, res sci educ ser, p403;allen mj, 2015, transl issues psycho, v1, p331;anderson wa, 2011, science, v331, p152","alkaher i","alkaher i, 2014, res sci educ ser, p403;allen mj, 2015, transl issues psycho, v1, p331;anderson wa, 2011, science, v331, p152",1
"KILLPACK TL, 2016, CBE-LIFE SCI EDUC","adams g, 2008, basic appl soc psych, v30, p349,","304",2008,"v30","p349","adams g","  basic appl soc psych  ","article","adams g, 2008, basic appl soc psych, v30, p349","adams p","adams g, 2008, basic appl soc psych, v30, p349",1
"PRUNUSKE A, 2016, CBE-LIFE SCI EDUC","alberts b, 2014, p natl acad sci usa, v111, p5773,","305",2014,"v111","p5773","alberts b","  p natl acad sci usa  ","article","alberts b, 2014, p natl acad sci usa, v111, p5773","alberts b","alberts b, 2014, p natl acad sci usa, v111, p5773",1
"SCHINSKE JN, 2016, CBE-LIFE SCI EDUC","allen nj, 2009, nature, v457, p675,","306",2009,"v457","p675","allen nj","  nature  ","article","allen nj, 2009, nature, v457, p675","allen jill m","algazali l, 2013, nature, v495, p35",0.746110751993105
"VALANTINE HA, 2016, CBE-LIFE SCI EDUC","carnes m, 2015, acad med, v90, p221,","307",2015,"v90","p221","carnes m","  acad med  ","article","carnes m, 2015, acad med, v90, p221","carnes m","alexander c, 2009, acad med, v84, p797",0.708709273182957
"REEVES TD, 2016, CBE-LIFE SCI EDUC","abbott r d, 1989, teaching assistant t, v1989, p111;addy tm, 2010, int j sci educ, v32, p1045,","308",1989,"v1989","p111","abbott r d","  teaching assistant t  ;addy tm 010 int j sci educ v32 p1045","article","abbott r d, 1989, teaching assistant t, v1989, p111;addy tm, 2010, int j sci educ, v32, p1045","abbott r d","abbott r d, 1989, teaching assistant t, v1989, p111;addy tm, 2010, int j sci educ, v32, p1045",1
"ADAMS AEM, 2016, CBE-LIFE SCI EDUC","adams aem, 2015, cbelife sci educ, v14,","309",2015,"v14",NA,"adams aem","  cbelife sci educ ","article","adams aem, 2015, cbelife sci educ, v14","adams aem","abraham jk, 2014, cbelife sci educ, v13, p349",0.786443381180223
"AINSCOUGH L, 2016, CBE-LIFE SCI EDUC","allen deborah, 2002, cell biol educ, v1, p63,","310",2002,"v1","p63","allen deborah","  cell biol educ  ","article","allen deborah, 2002, cell biol educ, v1, p63","allen deborah","allen deborah, 2005, cell biol educ, v4, p262",0.947643097643098
"ANDREWS TC, 2016, CBE-LIFE SCI EDUC","american academy for the advancement of science, 2011, vis chang und biol e;andrews tc, 2015, cbelife sci educ, v14,","311",2011,"v14",NA,"american academy for the advancement of science","  vis chang und biol e;andrews tc 015 cbelife sci educ ","article","american academy for the advancement of science, 2011, vis chang und biol e;andrews tc, 2015, cbelife sci educ, v14","american academy for the advancement of science","aaas, 2011, vis chang und biol e;allum n, 2018, science, v360, p861",0.628425805753839
"BARNES ME, 2016, CBE-LIFE SCI EDUC","abraham jk, 2012, cbelife sci educ, v11, p152,","312",2012,"v11","p152","abraham jk","  cbelife sci educ  ","article","abraham jk, 2012, cbelife sci educ, v11, p152","abraham jk","abraham jk, 2014, cbelife sci educ, v13, p349",0.925925925925926
"BASS KM, 2016, CBE-LIFE SCI EDUC","allen deborah, 2006, cbe life sci educ, v5, p197,","313",2006,"v5","p197","allen deborah","  cbe life sci educ  ","article","allen deborah, 2006, cbe life sci educ, v5, p197","allen deborah","abraham jk, 2014, cbelife sci educ, v13, p349",0.697222222222222
"ELLIOTT ER, 2016, CBE-LIFE SCI EDUC","adams wk, 2006, phys rev spec topph, v2,","315",2006,"v2",NA,"adams wk","  phys rev spec topph ","article","adams wk, 2006, phys rev spec topph, v2","adams wk","adams wk, 2006, phys rev spec topph, v2",1
"HOFFMAN K, 2016, CBE-LIFE SCI EDUC","aikens ml, 2014, mol biol cell, v25, p3478,","316",2014,"v25","p3478","aikens ml","  mol biol cell  ","article","aikens ml, 2014, mol biol cell, v25, p3478","aikens ml","aikens ml, 2014, mol biol cell, v25, p3478",1
"STEFANSKI KM, 2016, CBE-LIFE SCI EDUC","abraham jk, 2014, cbelife sci educ, v13, p349,","318",2014,"v13","p349","abraham jk","  cbelife sci educ  ","article","abraham jk, 2014, cbelife sci educ, v13, p349","abraham jk","abraham jk, 2014, cbelife sci educ, v13, p349",1
